index,x,y,z,Date,cluster,Person
MSS409,2.9291236,10.34675,8.915431,2006,3,Manmohan Singh
MSS410,2.0803986,9.788273,8.842892,2006,0,Manmohan Singh
MSS411,2.4276433,10.100277,9.706,2006,0,Manmohan Singh
MSS412,3.403568,10.137522,8.062079,2006,3,Manmohan Singh
MSS413,3.423297,8.989773,8.524914,2006,4,Manmohan Singh
MSS414,3.3945117,10.478558,7.527509,2006,3,Manmohan Singh
MSS415,3.5263333,10.477023,7.461605,2006,3,Manmohan Singh
MSS416,3.577107,10.533784,7.4563622,2006,3,Manmohan Singh
MSS417,3.3428833,10.509832,7.5003543,2006,3,Manmohan Singh
MSS418,1.2823359,7.3768444,9.543331,2006,1,Manmohan Singh
MSS419,1.8625249,7.6811843,9.821919,2006,1,Manmohan Singh
MSS420,1.9729449,7.5954022,7.913528,2006,1,Manmohan Singh
MSS421,1.7451975,7.7959394,9.777645,2006,1,Manmohan Singh
MSS422,0.70524675,7.526508,8.3125,2006,1,Manmohan Singh
MSS423,2.3878024,9.74814,8.697072,2006,0,Manmohan Singh
MSS424,2.2721438,9.260268,10.595255,2006,0,Manmohan Singh
MSS425,2.5536926,9.654027,10.416822,2006,0,Manmohan Singh
MSS426,2.132408,9.81432,10.2354965,2006,0,Manmohan Singh
MSS427,2.7475042,7.3176727,9.837611,2006,1,Manmohan Singh
MSS428,2.6650772,10.299007,9.660781,2006,0,Manmohan Singh
MSS429,1.8346393,9.362606,10.3429,2006,0,Manmohan Singh
MSS430,1.1955073,6.7770233,9.776425,2006,1,Manmohan Singh
MSS431,2.8496923,8.991249,7.141665,2006,4,Manmohan Singh
MSS432,2.2846184,9.634578,8.971993,2006,0,Manmohan Singh
MSS433,2.0680304,9.897383,8.96166,2006,0,Manmohan Singh
MSS434,0.95114046,7.896733,8.529767,2006,1,Manmohan Singh
MSS435,1.525189,7.8856564,9.237763,2006,1,Manmohan Singh
MSS436,1.9735093,9.745864,10.159168,2006,0,Manmohan Singh
MSS437,1.5076739,7.9849,8.157152,2006,1,Manmohan Singh
MSS438,3.411506,8.946715,7.5196695,2006,4,Manmohan Singh
MSS439,2.7457306,10.090022,9.112396,2006,0,Manmohan Singh
MSS440,2.2273347,8.486841,10.56321,2006,2,Manmohan Singh
MSS441,3.5947452,8.916931,7.349416,2006,4,Manmohan Singh
MSS442,2.4111438,10.38851,9.485094,2006,0,Manmohan Singh
MSS443,4.145762,10.248327,7.8840218,2006,3,Manmohan Singh
MSS444,1.8295698,7.317697,9.943647,2006,1,Manmohan Singh
MSS445,1.7231963,7.2202287,9.668866,2006,1,Manmohan Singh
MSS446,1.3830887,6.99409,9.9452095,2006,1,Manmohan Singh
MSS447,2.47006,8.344222,10.452443,2006,4,Manmohan Singh
MSS448,2.3191388,8.31117,10.589775,2006,2,Manmohan Singh
MSS449,2.0118518,7.3261724,9.526317,2006,1,Manmohan Singh
MSS450,1.9205053,9.868227,9.880515,2006,0,Manmohan Singh
MSS451,2.4824483,7.359776,10.036539,2006,1,Manmohan Singh
MSS452,0.98865306,7.922624,8.55134,2006,1,Manmohan Singh
MSS453,0.6214852,7.548046,8.3635645,2006,1,Manmohan Singh
MSS454,0.735644,7.4340916,8.838244,2006,1,Manmohan Singh
MSS455,1.6647098,6.8719354,9.857977,2006,1,Manmohan Singh
MSS456,3.8074837,10.27328,9.263522,2006,3,Manmohan Singh
MSS457,3.692781,10.094531,9.347808,2006,3,Manmohan Singh
MSS458,3.9815547,10.364833,9.007091,2006,3,Manmohan Singh
MSS459,3.0001955,10.333455,9.410106,2006,3,Manmohan Singh
MSS460,3.8721898,10.196718,9.090995,2006,3,Manmohan Singh
MSS461,3.7846327,10.063848,8.956999,2006,3,Manmohan Singh
MSS462,1.7311947,7.795644,9.514409,2006,1,Manmohan Singh
MSS463,2.496686,8.657301,7.2279367,2006,4,Manmohan Singh
MSS464,2.3007982,9.132688,10.477623,2006,2,Manmohan Singh
MSS465,3.7888007,9.995751,9.75072,2006,3,Manmohan Singh
MSS466,2.383243,9.900157,8.089273,2006,0,Manmohan Singh
MSS467,2.6974587,8.052423,9.84931,2006,4,Manmohan Singh
MSS468,1.6088592,8.235833,10.549647,2006,2,Manmohan Singh
MSS469,1.7957555,7.5101542,10.066966,2006,1,Manmohan Singh
MSS470,1.9943299,10.059817,8.873668,2007,0,Manmohan Singh
MSS471,1.6123892,9.495256,7.419394,2007,0,Manmohan Singh
MSS472,2.478303,7.889754,10.199104,2007,1,Manmohan Singh
MSS473,1.4288927,7.8775373,9.697976,2007,1,Manmohan Singh
MSS474,1.522408,9.838286,10.186238,2007,0,Manmohan Singh
MSS475,1.801992,9.983177,9.452933,2007,0,Manmohan Singh
MSS476,3.2135732,10.093309,7.373751,2007,3,Manmohan Singh
MSS477,3.2278888,9.944304,7.3848696,2007,3,Manmohan Singh
MSS478,1.5401894,8.834603,10.33029,2007,2,Manmohan Singh
MSS479,2.3077295,7.857825,10.152769,2007,1,Manmohan Singh
MSS480,2.3378208,10.16563,9.605211,2007,0,Manmohan Singh
MSS481,1.815942,8.227841,10.405752,2007,2,Manmohan Singh
MSS482,1.2445375,10.059385,8.926837,2007,0,Manmohan Singh
MSS483,4.2329164,10.3493395,7.66853,2007,3,Manmohan Singh
MSS484,2.184899,10.159963,9.801887,2007,0,Manmohan Singh
MSS485,1.6495017,9.9058075,9.489519,2007,0,Manmohan Singh
MSS486,2.1198893,9.582998,10.189456,2007,0,Manmohan Singh
MSS487,1.7877595,7.9860353,10.025783,2007,1,Manmohan Singh
MSS488,0.94179547,7.830611,8.707612,2007,1,Manmohan Singh
MSS489,1.3829633,7.568497,8.659336,2007,1,Manmohan Singh
MSS490,3.9046626,10.099949,8.279793,2007,3,Manmohan Singh
MSS491,3.765181,9.9550495,8.0891,2007,3,Manmohan Singh
MSS492,1.5717483,9.517313,7.4429917,2007,0,Manmohan Singh
MSS493,2.6048102,9.983378,9.828489,2007,0,Manmohan Singh
MSS494,2.1420684,9.123256,10.424803,2007,2,Manmohan Singh
MSS495,1.805884,7.9912157,10.420439,2007,1,Manmohan Singh
MSS496,2.0614104,8.427705,7.1987605,2007,2,Manmohan Singh
MSS497,2.4548252,9.359894,8.618986,2007,0,Manmohan Singh
MSS499,2.2378469,9.494403,10.074084,2007,0,Manmohan Singh
MSS500,1.956969,7.3977995,9.673087,2007,1,Manmohan Singh
MSS501,2.201777,9.515692,10.493604,2007,0,Manmohan Singh
MSS502,2.5204039,10.144056,9.636107,2007,0,Manmohan Singh
MSS503,2.6359694,9.905486,7.815973,2007,0,Manmohan Singh
MSS504,1.0475968,7.6942143,10.454781,2007,1,Manmohan Singh
MSS505,1.5946587,6.8167477,10.16002,2007,1,Manmohan Singh
MSS506,2.48156,10.2575445,8.856281,2007,0,Manmohan Singh
MSS507,2.1709406,9.763552,8.404139,2007,0,Manmohan Singh
MSS508,2.2834654,7.8344216,10.425263,2007,1,Manmohan Singh
MSS509,2.5043569,7.711972,10.271333,2007,1,Manmohan Singh
MSS510,2.2884207,8.571621,10.604826,2007,2,Manmohan Singh
MSS511,1.1588964,8.8224535,9.521828,2007,2,Manmohan Singh
MSS512,1.2284737,6.739626,9.671149,2007,1,Manmohan Singh
MSS513,1.2521095,6.765111,9.660107,2007,1,Manmohan Singh
MSS514,2.2057407,7.2607617,9.768873,2007,1,Manmohan Singh
MSS515,1.5257179,9.5489235,7.4528008,2007,0,Manmohan Singh
MSS516,1.0692068,7.72971,8.61487,2007,1,Manmohan Singh
MSS517,2.0321057,10.098873,8.503563,2007,0,Manmohan Singh
MSS518,1.2366405,10.03326,8.89138,2007,0,Manmohan Singh
MSS519,2.622679,9.351891,10.4636545,2007,4,Manmohan Singh
MSS520,1.9129936,8.240536,10.201873,2007,2,Manmohan Singh
MSS521,1.2302624,7.2937207,8.687676,2007,1,Manmohan Singh
MSS522,1.0017003,7.329872,9.233512,2007,1,Manmohan Singh
MSS523,2.4559414,9.944328,10.136826,2007,0,Manmohan Singh
MSS524,3.020893,9.557651,10.694591,2007,3,Manmohan Singh
MSS525,2.847743,9.977642,9.201273,2007,3,Manmohan Singh
MSS526,2.7110317,9.860431,10.277341,2007,0,Manmohan Singh
MSS527,1.8161211,8.073599,10.5474,2007,1,Manmohan Singh
MSS528,1.6205592,8.220309,9.817953,2007,2,Manmohan Singh
MSS529,1.4009583,9.320354,10.15495,2007,2,Manmohan Singh
MSS530,2.226293,9.666064,8.642725,2007,0,Manmohan Singh
MSS531,2.2927966,7.371895,9.944667,2007,1,Manmohan Singh
MSS532,2.229708,9.683728,9.95383,2007,0,Manmohan Singh
MSS533,1.4876978,6.9889135,9.2211075,2007,1,Manmohan Singh
MSS534,2.0327852,9.12863,8.438691,2007,2,Manmohan Singh
MSS535,0.97276294,7.3346477,8.777205,2007,1,Manmohan Singh
MSS536,0.9372963,7.4051905,9.349852,2007,1,Manmohan Singh
MSS537,2.7081563,8.996346,7.0848975,2007,4,Manmohan Singh
MSS538,2.3055103,9.93927,8.632701,2007,0,Manmohan Singh
MSS539,1.5731547,7.81087,9.918187,2007,1,Manmohan Singh
MSS540,2.4387221,8.159962,10.543708,2007,2,Manmohan Singh
MSS541,1.0671313,7.965779,8.725013,2007,1,Manmohan Singh
MSS542,1.7627258,8.30565,10.686415,2007,2,Manmohan Singh
MSS543,1.1564596,9.105199,8.969551,2007,2,Manmohan Singh
MSS544,2.1762521,9.461492,8.456596,2007,0,Manmohan Singh
MSS545,2.190107,9.503013,8.271807,2007,0,Manmohan Singh
MSS547,1.8273739,10.47539,8.683977,2007,0,Manmohan Singh
MSS548,0.90313417,8.854876,9.835022,2007,2,Manmohan Singh
MSS549,2.0732322,9.321312,10.416799,2007,0,Manmohan Singh
MSS550,2.4174247,9.714304,9.753338,2007,0,Manmohan Singh
MSS551,1.7285534,9.991674,9.886765,2007,0,Manmohan Singh
MSS552,2.1502914,7.3041835,10.282235,2007,1,Manmohan Singh
MSS553,4.049521,10.4517145,6.9708734,2007,3,Manmohan Singh
MSS554,1.9610412,10.05621,9.87567,2007,0,Manmohan Singh
MSS555,1.8129653,9.329692,10.39625,2007,0,Manmohan Singh
MSS556,2.5458927,9.268677,8.494563,2007,4,Manmohan Singh
MSS557,1.4388838,9.306085,10.247541,2007,2,Manmohan Singh
MSS558,3.8043258,10.344607,8.800363,2007,3,Manmohan Singh
MSS559,3.8196416,10.565509,8.773164,2007,3,Manmohan Singh
MSS560,4.0020914,10.395489,8.978389,2007,3,Manmohan Singh
MSS561,2.3046634,10.111172,9.497274,2007,0,Manmohan Singh
MSS562,2.5749097,9.920409,8.446988,2007,0,Manmohan Singh
MSS563,2.477777,9.82655,10.193229,2007,0,Manmohan Singh
MSS564,0.9069753,8.448321,8.98215,2007,2,Manmohan Singh
MSS565,2.3046136,10.2753105,10.012447,2007,0,Manmohan Singh
MSS566,1.7963971,8.055117,10.066015,2007,1,Manmohan Singh
MSS567,1.8419274,9.646645,10.359006,2007,0,Manmohan Singh
MSS568,2.342169,9.690329,10.394827,2007,0,Manmohan Singh
MSS569,0.83875257,7.5607166,8.97186,2007,1,Manmohan Singh
MSS570,2.2125897,9.861234,10.153786,2007,0,Manmohan Singh
MSS571,1.5503315,9.638699,10.02797,2007,0,Manmohan Singh
MSS572,1.8279902,9.966243,9.682013,2007,0,Manmohan Singh
MSS573,2.3400111,10.022464,10.193145,2007,0,Manmohan Singh
MSS574,1.3895547,6.905706,9.728587,2007,1,Manmohan Singh
MSS575,0.6324859,8.702917,8.377495,2007,2,Manmohan Singh
MSS576,1.2809577,8.90029,9.810817,2007,2,Manmohan Singh
MSS577,0.85411465,8.900269,8.770217,2007,2,Manmohan Singh
MSS578,3.4980776,9.251824,7.083404,2007,4,Manmohan Singh
MSS579,3.7035255,9.407411,7.221658,2007,3,Manmohan Singh
MSS580,2.2214289,9.804995,9.611243,2007,0,Manmohan Singh
MSS581,2.1714306,10.164668,7.8290596,2007,0,Manmohan Singh
MSS582,2.4896135,9.722881,7.528338,2007,0,Manmohan Singh
MSS583,2.4617493,10.173685,7.7926335,2007,0,Manmohan Singh
MSS584,1.9705414,10.039484,9.649912,2007,0,Manmohan Singh
MSS585,1.972421,7.6424317,10.3506,2007,1,Manmohan Singh
MSS586,3.0413332,10.1710005,8.524109,2007,3,Manmohan Singh
MSS587,3.444791,10.318319,8.171774,2007,3,Manmohan Singh
MSS588,2.4898653,10.171029,9.995063,2007,0,Manmohan Singh
MSS589,1.5356731,7.8346133,9.87652,2007,1,Manmohan Singh
MSS590,1.1576066,7.5277705,8.61038,2007,1,Manmohan Singh
MSS591,1.972534,8.970724,10.532156,2007,2,Manmohan Singh
MSS592,3.7743695,10.378073,8.160818,2007,3,Manmohan Singh
MSS593,3.9572847,10.369861,7.479638,2007,3,Manmohan Singh
MSS594,4.155346,10.357278,7.738337,2007,3,Manmohan Singh
MSS595,2.046759,7.4167356,9.762419,2007,1,Manmohan Singh
MSS596,3.1133902,10.07998,7.4021606,2007,3,Manmohan Singh
MSS597,2.2945385,9.954366,10.220993,2007,0,Manmohan Singh
MSS598,3.1466453,10.045136,7.3674803,2007,3,Manmohan Singh
MSS599,1.3775041,10.188871,8.665473,2007,0,Manmohan Singh
MSS600,3.057163,9.028601,7.2553163,2007,4,Manmohan Singh
MSS601,1.7897375,8.672928,10.0607195,2007,2,Manmohan Singh
MSS602,2.275676,9.989327,9.922946,2007,0,Manmohan Singh
MSS603,2.16214,7.838655,10.500466,2007,1,Manmohan Singh
MSS604,3.4546392,10.260054,7.629448,2007,3,Manmohan Singh
MSS605,1.9346752,9.496369,10.23273,2007,0,Manmohan Singh
MSS606,1.6627165,8.161767,8.291705,2007,2,Manmohan Singh
MSS607,1.8611177,8.179711,10.357475,2007,2,Manmohan Singh
MSS608,2.3584595,9.465025,10.348275,2007,0,Manmohan Singh
MSS609,1.8602024,7.5917697,9.770208,2007,1,Manmohan Singh
MSS610,2.2105994,9.747567,9.536088,2007,0,Manmohan Singh
MSS611,2.3100457,9.16719,10.330054,2007,0,Manmohan Singh
MSS612,1.0388129,7.89057,8.377615,2007,1,Manmohan Singh
MSS613,0.69886714,7.4486046,8.783316,2007,1,Manmohan Singh
MSS614,1.0169812,7.469776,8.51418,2007,1,Manmohan Singh
MSS615,0.9517868,7.1298857,10.123382,2007,1,Manmohan Singh
MSS616,1.0084549,7.209856,10.1025915,2007,1,Manmohan Singh
MSS617,2.40619,9.937078,9.015729,2007,0,Manmohan Singh
MSS618,2.2507846,7.8502197,9.170161,2007,1,Manmohan Singh
MSS619,2.166595,9.697263,10.196532,2007,0,Manmohan Singh
MSS620,1.1080624,8.680667,9.4007015,2008,2,Manmohan Singh
MSS621,2.0353615,9.845197,8.301883,2008,0,Manmohan Singh
MSS622,1.4270686,7.489324,9.951145,2008,1,Manmohan Singh
MSS623,3.748954,9.907881,7.7832685,2008,3,Manmohan Singh
MSS624,3.615634,9.952176,8.0758705,2008,3,Manmohan Singh
MSS625,4.092416,10.265599,7.8338065,2008,3,Manmohan Singh
MSS626,3.8551714,9.822914,7.7132096,2008,3,Manmohan Singh
MSS627,1.3857839,9.665517,7.7660356,2008,0,Manmohan Singh
MSS628,2.345825,10.053312,8.924949,2008,0,Manmohan Singh
MSS630,1.6365637,9.168057,9.589087,2008,2,Manmohan Singh
MSS631,2.1072733,9.862508,10.201595,2008,0,Manmohan Singh
MSS634,1.952757,9.700407,9.963121,2008,0,Manmohan Singh
MSS635,4.0043406,10.307767,7.533259,2008,3,Manmohan Singh
MSS636,1.479966,9.526474,9.788999,2008,0,Manmohan Singh
MSS637,2.7766578,10.073136,8.420358,2008,0,Manmohan Singh
MSS638,1.5958889,9.23093,9.309582,2008,2,Manmohan Singh
MSS639,2.5000248,9.29966,10.315646,2008,4,Manmohan Singh
MSS640,2.064342,7.3900647,10.267932,2008,1,Manmohan Singh
MSS642,1.2603607,8.547361,9.461088,2008,2,Manmohan Singh
MSS643,2.6548984,9.849168,9.375506,2008,0,Manmohan Singh
MSS644,1.0494925,7.628221,10.421762,2008,1,Manmohan Singh
MSS645,1.9027456,9.84124,10.08547,2008,0,Manmohan Singh
MSS646,3.8122985,9.23973,6.969371,2008,3,Manmohan Singh
MSS647,3.779552,9.244023,7.01902,2008,3,Manmohan Singh
MSS648,1.694173,8.057514,9.755523,2008,1,Manmohan Singh
MSS649,1.2490255,9.975406,8.848881,2008,0,Manmohan Singh
MSS650,1.6287234,6.8351297,10.27193,2008,1,Manmohan Singh
MSS651,1.7832205,7.7940454,9.828126,2008,1,Manmohan Singh
MSS652,1.7739884,9.3268,8.963232,2008,0,Manmohan Singh
MSS653,2.1658928,9.013553,8.898647,2008,2,Manmohan Singh
MSS654,1.6609,8.717057,10.141272,2008,2,Manmohan Singh
MSS655,2.075346,9.089719,10.598016,2008,2,Manmohan Singh
MSS656,2.3254807,9.941466,9.918009,2008,0,Manmohan Singh
MSS658,1.8888767,8.161104,10.429104,2008,2,Manmohan Singh
MSS659,1.7877321,9.725853,10.00948,2008,0,Manmohan Singh
MSS660,2.260058,7.7013216,10.243868,2008,1,Manmohan Singh
MSS661,2.0718787,9.122269,10.422337,2008,2,Manmohan Singh
MSS662,1.9612324,8.235413,10.172021,2008,2,Manmohan Singh
MSS663,2.259519,9.530093,8.462003,2008,0,Manmohan Singh
MSS664,3.5592825,9.702246,7.9633174,2008,3,Manmohan Singh
MSS665,1.6936102,9.112119,10.109283,2008,2,Manmohan Singh
MSS666,2.6190648,9.158877,6.9931784,2008,4,Manmohan Singh
MSS667,1.8807045,8.7851715,10.269985,2008,2,Manmohan Singh
MSS668,2.7312312,8.676448,7.4159617,2008,4,Manmohan Singh
MSS669,2.0642474,9.47896,8.187626,2008,0,Manmohan Singh
MSS670,1.5071135,7.122775,10.110434,2008,1,Manmohan Singh
MSS671,1.8795519,9.618348,9.686888,2008,0,Manmohan Singh
MSS672,1.961173,7.425869,9.795174,2008,1,Manmohan Singh
MSS673,2.0995417,9.811185,8.455355,2008,0,Manmohan Singh
MSS674,2.5860791,8.81472,7.003687,2008,4,Manmohan Singh
MSS675,1.8555793,7.663259,10.301122,2008,1,Manmohan Singh
MSS676,2.3068814,8.777301,10.170994,2008,2,Manmohan Singh
MSS677,2.3502595,9.904691,8.149866,2008,0,Manmohan Singh
MSS678,2.3610706,9.835612,9.997299,2008,0,Manmohan Singh
MSS679,1.2670918,7.7912993,9.521369,2008,1,Manmohan Singh
MSS680,1.9496739,9.329242,10.136452,2008,0,Manmohan Singh
MSS681,2.1192014,9.906908,10.08554,2008,0,Manmohan Singh
MSS682,2.0522845,9.659628,10.414078,2008,0,Manmohan Singh
MSS683,2.4469552,7.17486,9.169504,2008,1,Manmohan Singh
MSS684,2.3155298,9.908257,8.497171,2008,0,Manmohan Singh
MSS685,2.3864949,9.579539,9.789217,2008,0,Manmohan Singh
MSS686,2.2282043,7.276503,8.753545,2008,1,Manmohan Singh
MSS687,2.5256507,9.699431,10.2033415,2008,0,Manmohan Singh
MSS688,3.1177418,9.350558,10.758904,2008,4,Manmohan Singh
MSS689,2.08224,9.513863,9.646181,2008,0,Manmohan Singh
MSS690,1.8275126,9.301636,10.250086,2008,0,Manmohan Singh
MSS691,2.9434652,7.0745454,9.552225,2008,1,Manmohan Singh
MSS692,1.6016046,8.250526,10.560743,2008,2,Manmohan Singh
MSS693,2.0905762,7.2574263,10.058959,2008,1,Manmohan Singh
MSS694,1.187102,6.9415216,9.832622,2008,1,Manmohan Singh
MSS695,0.6756447,8.029474,8.743118,2008,1,Manmohan Singh
MSS696,3.181479,10.329126,7.69062,2008,3,Manmohan Singh
MSS697,2.3252017,10.398517,9.211917,2008,0,Manmohan Singh
MSS698,1.8353567,10.244273,9.271668,2008,0,Manmohan Singh
MSS699,2.7837856,9.178443,6.987703,2008,4,Manmohan Singh
MSS700,3.4270926,10.050784,7.580982,2008,3,Manmohan Singh
MSS701,3.7433782,10.16471,7.8392243,2008,3,Manmohan Singh
MSS702,2.3642373,10.101218,9.157159,2008,0,Manmohan Singh
MSS703,1.436159,9.450038,9.863531,2008,0,Manmohan Singh
MSS704,1.612498,9.541999,9.889566,2008,0,Manmohan Singh
MSS705,3.1968822,9.077074,7.369838,2008,4,Manmohan Singh
MSS706,2.0512815,10.31761,9.119983,2008,0,Manmohan Singh
MSS707,1.3043926,6.988267,9.649919,2008,1,Manmohan Singh
MSS708,1.1420397,7.004374,9.7311,2008,1,Manmohan Singh
MSS709,2.4252293,9.711924,7.504033,2008,0,Manmohan Singh
MSS710,2.2057233,10.225538,8.105307,2008,0,Manmohan Singh
MSS711,2.5213559,9.867224,7.7471466,2008,0,Manmohan Singh
MSS712,2.2866907,7.6978264,9.986903,2008,1,Manmohan Singh
MSS713,2.2668407,7.7344484,10.293303,2008,1,Manmohan Singh
MSS714,2.7683623,9.314395,9.460173,2008,4,Manmohan Singh
MSS715,3.9078865,10.442815,8.945702,2008,3,Manmohan Singh
MSS716,3.8517506,10.526178,8.898545,2008,3,Manmohan Singh
MSS717,3.963918,10.362244,8.82406,2008,3,Manmohan Singh
MSS718,2.3133786,8.63341,6.948045,2008,2,Manmohan Singh
MSS719,2.8252437,9.140165,6.9586086,2008,4,Manmohan Singh
MSS720,2.2359712,8.20202,7.780081,2008,2,Manmohan Singh
MSS721,2.5560646,9.932314,8.38037,2008,0,Manmohan Singh
MSS722,2.0170805,10.129681,9.8321295,2008,0,Manmohan Singh
MSS723,1.2257035,7.326964,9.494953,2008,1,Manmohan Singh
MSS724,1.8632147,8.876894,10.507221,2008,2,Manmohan Singh
MSS725,1.6804785,9.301401,10.3252125,2008,2,Manmohan Singh
MSS726,3.212204,10.014252,8.547032,2008,3,Manmohan Singh
MSS727,3.4562771,10.464708,8.654163,2008,3,Manmohan Singh
MSS728,3.9670177,9.711336,8.487182,2008,3,Manmohan Singh
MSS729,3.0111015,10.016304,7.6057806,2008,3,Manmohan Singh
MSS730,2.837086,10.0618105,7.7557273,2008,3,Manmohan Singh
MSS731,2.136301,8.500596,6.632798,2008,2,Manmohan Singh
MSS732,1.3686191,8.167663,9.14586,2008,2,Manmohan Singh
MSS733,1.1656166,8.213318,9.461146,2008,2,Manmohan Singh
MSS734,0.9339935,7.3874035,10.179892,2008,1,Manmohan Singh
MSS735,2.4731693,9.829012,9.752982,2008,0,Manmohan Singh
MSS736,0.96508443,7.615619,10.207311,2008,1,Manmohan Singh
MSS737,0.9074441,8.546917,9.985623,2008,2,Manmohan Singh
MSS738,1.4567711,8.912255,7.985186,2008,2,Manmohan Singh
MSS739,2.1531699,9.812753,9.540878,2008,0,Manmohan Singh
MSS740,1.3848505,9.533964,7.72359,2008,0,Manmohan Singh
MSS741,2.9802883,7.8792496,7.9566073,2008,4,Manmohan Singh
MSS742,1.0486765,7.873327,10.2904825,2008,1,Manmohan Singh
MSS743,1.5225881,8.715048,10.073273,2008,2,Manmohan Singh
MSS744,2.1823854,9.812886,8.999508,2008,0,Manmohan Singh
MSS745,1.3880707,8.722587,9.130501,2008,2,Manmohan Singh
MSS746,1.0750699,7.8857512,9.250019,2008,1,Manmohan Singh
MSS747,1.9155744,9.749144,9.29951,2008,0,Manmohan Singh
MSS748,1.8584214,9.246195,10.218541,2008,2,Manmohan Singh
MSS749,1.0754591,8.456011,9.116763,2009,2,Manmohan Singh
MSS750,0.9585977,7.5554442,10.157816,2009,1,Manmohan Singh
MSS751,1.2383124,7.3608546,10.099415,2009,1,Manmohan Singh
MSS752,2.0956016,9.94837,8.551946,2009,0,Manmohan Singh
MSS753,2.1047356,9.482626,10.042501,2009,0,Manmohan Singh
MSS754,1.6967915,9.048169,8.632724,2009,2,Manmohan Singh
MSS755,1.7636565,9.739524,10.217878,2009,0,Manmohan Singh
MSS756,1.6441543,7.617281,8.5990505,2009,1,Manmohan Singh
MSS757,0.8964255,8.476053,9.9845705,2009,2,Manmohan Singh
MSS758,1.9854677,7.2916923,9.928349,2009,1,Manmohan Singh
MSS759,1.5607243,8.874926,10.017673,2009,2,Manmohan Singh
MSS760,2.1307054,8.489639,6.6197677,2009,2,Manmohan Singh
MSS761,2.2280092,8.724134,6.928506,2009,2,Manmohan Singh
MSS762,1.9414991,9.817748,10.093197,2009,0,Manmohan Singh
MSS763,1.5727676,7.3501396,10.148177,2009,1,Manmohan Singh
MSS764,1.6198225,7.4006557,10.194591,2009,1,Manmohan Singh
MSS765,3.309408,9.586131,7.3164973,2009,3,Manmohan Singh
MSS766,2.1667829,8.503485,6.7961316,2009,2,Manmohan Singh
MSS767,3.2711935,9.9216385,7.2583785,2009,3,Manmohan Singh
MSS768,2.1574357,8.283014,9.066487,2009,2,Manmohan Singh
MSS769,1.0237682,7.6501412,9.050968,2009,1,Manmohan Singh
MSS770,2.6342275,9.419276,7.120046,2009,4,Manmohan Singh
MSS771,2.5257025,9.177153,7.545558,2009,4,Manmohan Singh
MSS772,2.502282,9.153531,7.1151514,2009,4,Manmohan Singh
MSS773,3.277527,9.854277,7.312276,2009,3,Manmohan Singh
MSS774,3.1483173,9.647905,8.586771,2009,3,Manmohan Singh
MSS775,2.6872933,9.288903,6.9855914,2009,4,Manmohan Singh
MSS776,2.4293077,10.2816305,8.352772,2009,0,Manmohan Singh
MSS777,2.3262563,10.121399,8.250719,2009,0,Manmohan Singh
MSS778,1.6013033,9.407002,10.058601,2009,0,Manmohan Singh
MSS779,2.0132992,9.924093,8.605591,2009,0,Manmohan Singh
MSS780,2.2694898,9.941578,8.000276,2009,0,Manmohan Singh
MSS781,1.7105905,8.643049,9.993696,2009,2,Manmohan Singh
MSS782,1.192144,9.666908,9.967765,2009,0,Manmohan Singh
MSS783,1.7151762,9.413562,10.126978,2009,0,Manmohan Singh
MSS784,1.4122646,7.0060344,9.991614,2009,1,Manmohan Singh
MSS785,1.0714746,6.9918256,9.7687025,2009,1,Manmohan Singh
MSS786,1.6008794,6.982189,10.150279,2009,1,Manmohan Singh
MSS787,1.6769838,9.626195,10.216642,2009,0,Manmohan Singh
MSS788,3.8747675,8.392128,9.006749,2009,4,Manmohan Singh
MSS789,1.7919185,6.796477,10.016845,2009,1,Manmohan Singh
MSS790,2.1874576,7.2754683,8.767569,2009,1,Manmohan Singh
MSS792,0.65366334,8.018841,8.724791,2009,1,Manmohan Singh
MSS793,0.62812364,7.6893196,8.351408,2009,1,Manmohan Singh
MSS794,1.3509759,7.84615,9.710736,2009,1,Manmohan Singh
MSS795,1.668383,9.99682,9.488676,2009,0,Manmohan Singh
MSS796,1.7885137,7.0503488,9.287659,2009,1,Manmohan Singh
MSS797,0.9324723,7.269321,10.078677,2009,1,Manmohan Singh
MSS798,2.0959961,8.448493,6.6139884,2009,2,Manmohan Singh
MSS799,2.2096927,8.625982,6.784466,2009,2,Manmohan Singh
MSS800,2.2082188,9.980702,8.608904,2009,0,Manmohan Singh
MSS801,2.0904787,10.056424,8.926138,2009,0,Manmohan Singh
MSS802,1.8049893,7.9203024,9.999358,2009,1,Manmohan Singh
MSS803,1.7436161,9.242386,9.023345,2009,2,Manmohan Singh
MSS804,1.78312,9.203169,9.709756,2009,2,Manmohan Singh
MSS805,1.7158611,9.961603,9.144538,2009,0,Manmohan Singh
MSS806,2.615013,8.886649,6.985447,2009,4,Manmohan Singh
MSS807,3.319757,9.913196,7.3456845,2009,3,Manmohan Singh
MSS808,2.9410741,9.979935,7.34223,2009,3,Manmohan Singh
MSS809,3.1845872,10.055224,7.3036427,2009,3,Manmohan Singh
MSS810,2.0118892,10.0541115,9.761234,2009,0,Manmohan Singh
MSS811,2.0370765,10.268307,9.164578,2009,0,Manmohan Singh
MSS812,1.0383927,8.663749,9.68842,2009,2,Manmohan Singh
MSS813,1.8321779,9.859341,10.05647,2009,0,Manmohan Singh
