index,x,y,z,Date,cluster,Person
MSS814,2.181565,9.399912,10.208839,2009,0,Manmohan Singh
MSS815,2.7148974,7.1903944,9.266783,2009,1,Manmohan Singh
MSS816,1.7966981,7.581985,10.065129,2009,1,Manmohan Singh
MSS817,3.2573774,10.35922,7.868567,2009,3,Manmohan Singh
MSS818,2.2637742,8.868,7.451876,2009,2,Manmohan Singh
MSS819,2.7322836,7.5426936,8.850616,2009,1,Manmohan Singh
MSS820,3.3837903,10.102207,7.4727087,2009,3,Manmohan Singh
MSS821,3.5340428,9.532861,7.9048142,2009,3,Manmohan Singh
MSS822,3.4964552,9.495455,7.5051827,2009,3,Manmohan Singh
MSS823,2.9898517,10.243966,7.9508224,2009,3,Manmohan Singh
MSS824,3.428568,9.493084,8.227214,2009,3,Manmohan Singh
MSS825,4.037768,10.301664,7.645906,2009,3,Manmohan Singh
MSS826,2.9170148,10.155185,8.846558,2009,3,Manmohan Singh
MSS827,2.2112117,10.321796,8.911177,2009,0,Manmohan Singh
MSS828,2.1387873,10.0941305,8.472952,2009,0,Manmohan Singh
MSS829,2.3068597,9.957444,9.383053,2009,0,Manmohan Singh
MSS830,2.6481948,8.931837,6.9800787,2009,4,Manmohan Singh
MSS831,2.265393,9.732576,9.964497,2009,0,Manmohan Singh
MSS832,2.4113786,6.9969044,8.352047,2009,1,Manmohan Singh
MSS833,0.5796071,8.770501,8.5478735,2009,2,Manmohan Singh
MSS834,2.9177942,7.895597,7.937522,2009,4,Manmohan Singh
MSS835,4.0542026,10.149739,7.6471343,2009,3,Manmohan Singh
MSS836,4.1281567,10.239628,7.5979815,2009,3,Manmohan Singh
MSS837,4.0411863,9.802514,7.810857,2009,3,Manmohan Singh
MSS838,2.0772889,9.784563,10.107928,2009,0,Manmohan Singh
MSS839,1.6257682,9.647484,9.358557,2009,0,Manmohan Singh
MSS840,2.7024775,8.888904,6.9892926,2009,4,Manmohan Singh
MSS841,0.8755438,9.173009,8.966608,2009,2,Manmohan Singh
MSS842,1.0683752,8.649942,8.979165,2009,2,Manmohan Singh
MSS843,0.92402875,7.691959,8.449396,2009,1,Manmohan Singh
MSS845,3.9468029,10.528988,7.971283,2009,3,Manmohan Singh
MSS846,1.5602783,9.299973,9.803401,2010,2,Manmohan Singh
MSS847,1.0191678,9.025602,8.889196,2010,2,Manmohan Singh
MSS848,0.8618851,7.642415,9.80685,2010,1,Manmohan Singh
MSS849,2.9396048,8.794245,7.239279,2010,4,Manmohan Singh
MSS850,2.1475725,10.297112,8.971586,2010,0,Manmohan Singh
MSS851,1.7534125,9.5589285,8.753018,2010,0,Manmohan Singh
MSS852,1.5213058,9.7374735,8.181224,2010,0,Manmohan Singh
MSS853,1.6194031,10.145135,9.552743,2010,0,Manmohan Singh
MSS854,2.4844568,7.0326514,8.210205,2010,1,Manmohan Singh
MSS855,1.541553,9.525978,9.995948,2010,0,Manmohan Singh
MSS857,1.6223391,10.001773,9.710353,2010,0,Manmohan Singh
MSS859,1.6789536,8.393455,10.199662,2010,2,Manmohan Singh
MSS860,1.4742054,8.124439,9.278278,2010,2,Manmohan Singh
MSS861,2.6335907,8.92443,7.0506053,2010,4,Manmohan Singh
MSS862,0.78154856,7.4945946,9.01883,2010,1,Manmohan Singh
MSS863,1.117295,8.159274,10.180234,2010,2,Manmohan Singh
MSS864,1.4098473,9.697248,9.351282,2010,0,Manmohan Singh
MSS865,2.4347336,7.8696985,9.175736,2010,1,Manmohan Singh
MSS866,3.2085989,10.227318,7.5271354,2010,3,Manmohan Singh
MSS867,1.8057379,9.950381,9.431124,2010,0,Manmohan Singh
MSS868,2.5077603,10.276041,8.6109085,2010,0,Manmohan Singh
MSS869,3.8768275,9.8644285,7.385737,2010,3,Manmohan Singh
MSS870,1.4287095,7.670776,10.28601,2010,1,Manmohan Singh
MSS871,1.487634,7.685481,10.277018,2010,1,Manmohan Singh
MSS872,1.4914851,9.195722,9.839429,2010,2,Manmohan Singh
MSS873,2.1275668,7.9024043,10.467004,2010,1,Manmohan Singh
MSS874,3.9349322,10.179309,7.696527,2010,3,Manmohan Singh
MSS875,1.2348355,8.376113,9.902563,2010,2,Manmohan Singh
MSS876,0.72188663,7.608805,8.447509,2010,1,Manmohan Singh
MSS877,1.9226874,7.1219473,8.179479,2010,1,Manmohan Singh
MSS878,2.1347744,8.504373,6.7388926,2010,2,Manmohan Singh
MSS879,1.7729366,9.61538,10.12354,2010,0,Manmohan Singh
MSS880,1.0508298,9.001005,8.765077,2010,2,Manmohan Singh
MSS881,1.1352217,8.827198,9.427395,2010,2,Manmohan Singh
MSS882,2.2680614,10.04556,8.62746,2010,0,Manmohan Singh
MSS883,2.6654153,9.184969,7.091452,2010,4,Manmohan Singh
MSS884,2.1524796,10.203572,7.898119,2010,0,Manmohan Singh
MSS885,2.0554652,10.199401,8.525155,2010,0,Manmohan Singh
MSS886,2.6582232,9.220282,7.233767,2010,4,Manmohan Singh
MSS887,1.8533076,9.984477,9.703105,2010,0,Manmohan Singh
MSS889,3.7089436,9.106024,7.5375943,2010,4,Manmohan Singh
MSS890,2.5078526,9.8763485,7.9514256,2010,0,Manmohan Singh
MSS891,2.4394317,9.865384,8.108922,2010,0,Manmohan Singh
MSS892,1.5589553,9.846782,10.0317335,2010,0,Manmohan Singh
MSS893,0.8584982,8.555326,9.502558,2010,2,Manmohan Singh
MSS894,2.5504248,7.093408,8.195901,2010,1,Manmohan Singh
MSS895,2.5719073,7.1020465,8.212336,2010,1,Manmohan Singh
MSS896,1.5581428,9.752556,9.48846,2010,0,Manmohan Singh
MSS897,1.6945082,8.80843,8.295008,2010,2,Manmohan Singh
MSS899,2.2168164,9.509384,8.65289,2010,0,Manmohan Singh
MSS900,0.6385693,8.761777,8.616755,2010,2,Manmohan Singh
MSS901,2.2700055,9.952116,8.751005,2010,0,Manmohan Singh
MSS902,1.5189441,9.923623,9.536826,2010,0,Manmohan Singh
MSS903,2.1378174,10.158754,9.45375,2010,0,Manmohan Singh
MSS904,1.7593944,9.683108,9.701342,2010,0,Manmohan Singh
MSS905,3.6587176,10.27149,8.398568,2010,3,Manmohan Singh
MSS906,2.1355805,8.507807,6.70273,2010,2,Manmohan Singh
MSS907,3.1317334,10.44747,8.025306,2010,3,Manmohan Singh
MSS908,2.6011472,9.92229,8.98161,2010,0,Manmohan Singh
MSS909,1.7458962,9.084803,9.102447,2010,2,Manmohan Singh
MSS911,1.9138288,9.443092,10.013606,2010,0,Manmohan Singh
MSS912,0.86862093,7.1192374,9.408148,2010,1,Manmohan Singh
MSS913,0.7372644,7.545393,8.479657,2010,1,Manmohan Singh
MSS914,0.7827478,7.4587216,8.831798,2010,1,Manmohan Singh
MSS915,3.2322705,9.721913,8.00684,2010,3,Manmohan Singh
MSS916,2.1071913,10.031673,8.367558,2010,0,Manmohan Singh
MSS917,1.9025373,9.455349,9.5280695,2010,0,Manmohan Singh
MSS918,1.7741091,9.920864,9.711845,2010,0,Manmohan Singh
MSS919,1.4618342,7.266313,9.865272,2010,1,Manmohan Singh
MSS920,3.0733254,10.2254925,9.314205,2010,3,Manmohan Singh
MSS921,1.5825479,9.13539,10.3395605,2010,2,Manmohan Singh
MSS922,2.12521,7.755238,10.207595,2010,1,Manmohan Singh
MSS924,1.1141589,9.365326,9.22978,2010,2,Manmohan Singh
MSS925,0.9114968,7.0990644,9.565667,2010,1,Manmohan Singh
MSS926,2.4026177,10.126286,8.969512,2010,0,Manmohan Singh
MSS927,2.3894577,9.684786,8.894418,2010,0,Manmohan Singh
MSS928,3.1003683,9.345871,10.852868,2010,4,Manmohan Singh
MSS929,2.005753,7.6204524,7.9413247,2010,1,Manmohan Singh
MSS930,1.464887,9.231572,9.141478,2010,2,Manmohan Singh
MSS931,1.5373932,8.610252,10.408464,2010,2,Manmohan Singh
MSS932,2.4289129,7.0520554,8.343904,2010,1,Manmohan Singh
MSS933,1.6454223,9.301516,10.113008,2010,2,Manmohan Singh
MSS935,3.654015,9.856303,7.700933,2010,3,Manmohan Singh
MSS936,1.9010566,8.24146,8.682761,2010,2,Manmohan Singh
MSS937,1.6520333,9.384087,7.590283,2010,0,Manmohan Singh
MSS938,3.1655965,9.178421,7.8819256,2010,4,Manmohan Singh
MSS939,1.4469141,9.403374,8.6416855,2010,0,Manmohan Singh
MSS940,1.3363314,9.202035,9.051228,2010,2,Manmohan Singh
MSS941,1.8562806,9.699077,9.687344,2010,0,Manmohan Singh
MSS942,3.8641925,10.476738,8.865157,2010,3,Manmohan Singh
MSS943,4.0171847,10.389583,8.876955,2010,3,Manmohan Singh
MSS944,3.8799121,10.415241,8.825498,2010,3,Manmohan Singh
MSS945,3.907852,10.502287,8.89986,2010,3,Manmohan Singh
MSS946,3.7374346,10.179922,8.823593,2010,3,Manmohan Singh
MSS947,1.0341443,9.367917,8.90013,2010,2,Manmohan Singh
MSS948,1.9145356,10.111347,9.567059,2010,0,Manmohan Singh
MSS949,2.1357815,10.176287,8.44097,2010,0,Manmohan Singh
MSS950,3.5482736,10.13877,7.6314034,2010,3,Manmohan Singh
MSS952,2.4425814,10.302562,7.5917172,2010,0,Manmohan Singh
MSS953,3.5770645,9.837729,7.618381,2010,3,Manmohan Singh
MSS954,2.1457088,8.526868,6.7220936,2010,2,Manmohan Singh
MSS955,1.7334142,7.8040113,10.106305,2010,1,Manmohan Singh
MSS956,1.9403594,9.493313,9.859777,2010,0,Manmohan Singh
MSS957,1.5600708,9.89976,9.1918955,2010,0,Manmohan Singh
MSS958,1.7244663,9.871313,9.829917,2010,0,Manmohan Singh
MSS959,1.9255551,7.388076,9.169845,2010,1,Manmohan Singh
MSS960,0.9723431,7.8920827,8.6829195,2010,1,Manmohan Singh
MSS961,3.3566947,10.395521,7.5598173,2010,3,Manmohan Singh
MSS962,3.745594,10.608532,7.8433213,2010,3,Manmohan Singh
MSS963,1.7264941,7.959607,10.007745,2010,1,Manmohan Singh
MSS964,1.5382048,8.7894535,9.670345,2010,2,Manmohan Singh
MSS965,3.9438796,9.794405,7.8788586,2010,3,Manmohan Singh
MSS966,4.037206,9.832656,8.131017,2010,3,Manmohan Singh
MSS967,3.8803117,9.87247,7.8500843,2010,3,Manmohan Singh
MSS968,2.054343,7.4116225,10.026715,2010,1,Manmohan Singh
MSS969,1.3180499,9.256516,9.909527,2010,2,Manmohan Singh
MSS970,0.95462674,7.6973963,9.814596,2010,1,Manmohan Singh
MSS971,1.3820684,9.325656,8.267308,2011,2,Manmohan Singh
MSS972,1.4502662,8.959617,8.019582,2011,2,Manmohan Singh
MSS973,2.5169048,9.906584,8.385816,2011,0,Manmohan Singh
MSS974,1.4239,9.483168,9.664735,2011,0,Manmohan Singh
MSS975,1.6775676,9.866425,9.578849,2011,0,Manmohan Singh
MSS976,1.8285395,9.798704,9.206292,2011,0,Manmohan Singh
MSS978,1.7230796,9.5222225,9.989728,2011,0,Manmohan Singh
MSS979,1.6249604,7.542126,9.749676,2011,1,Manmohan Singh
MSS980,1.6399196,7.4212594,9.940614,2011,1,Manmohan Singh
MSS982,2.856206,9.006496,7.011009,2011,4,Manmohan Singh
MSS983,1.628233,7.349877,9.7580185,2011,1,Manmohan Singh
MSS984,1.4602829,9.40258,8.907717,2011,0,Manmohan Singh
MSS985,1.5527982,8.769581,9.285908,2011,2,Manmohan Singh
MSS986,1.4670053,9.866114,9.528527,2011,0,Manmohan Singh
MSS987,1.2867037,8.304095,9.668613,2011,2,Manmohan Singh
MSS988,1.8978196,9.320262,8.66074,2011,0,Manmohan Singh
MSS989,2.1489532,10.223273,8.670839,2011,0,Manmohan Singh
MSS990,1.4945079,9.524388,9.811286,2011,0,Manmohan Singh
MSS991,2.2319596,10.256285,8.8844795,2011,0,Manmohan Singh
MSS992,1.5943425,7.2878036,8.613138,2011,1,Manmohan Singh
MSS993,1.8056269,7.665401,10.190244,2011,1,Manmohan Singh
MSS994,1.0863222,9.071964,9.684467,2011,2,Manmohan Singh
MSS995,1.6108518,9.742358,9.164963,2011,0,Manmohan Singh
MSS996,2.089512,9.693398,8.351369,2011,0,Manmohan Singh
MSS997,1.6924987,6.9998627,10.021358,2011,1,Manmohan Singh
MSS998,1.8231564,7.632358,10.4587145,2011,1,Manmohan Singh
MSS999,1.8598436,7.662976,10.446884,2011,1,Manmohan Singh
MSS1000,1.4208639,7.962505,9.51956,2011,1,Manmohan Singh
MSS1002,1.4602673,9.573491,8.132337,2011,0,Manmohan Singh
MSS1003,1.4976754,9.020621,9.561085,2011,2,Manmohan Singh
MSS1004,1.7425921,9.368284,8.230047,2011,0,Manmohan Singh
MSS1005,1.8611573,7.739088,10.503156,2011,1,Manmohan Singh
MSS1006,1.8490007,7.7781725,10.510908,2011,1,Manmohan Singh
MSS1007,1.2808444,8.38721,9.804862,2011,2,Manmohan Singh
MSS1008,3.9404042,8.404557,9.066836,2011,4,Manmohan Singh
MSS1009,0.95883656,8.453013,8.565142,2011,2,Manmohan Singh
MSS1010,1.2647638,9.270466,9.228,2011,2,Manmohan Singh
MSS1011,3.6080084,9.573966,9.511352,2011,3,Manmohan Singh
MSS1012,1.0274092,7.711431,10.382325,2011,1,Manmohan Singh
MSS1013,3.117756,10.180779,9.253816,2011,3,Manmohan Singh
MSS1014,1.4851612,7.6717234,9.844885,2011,1,Manmohan Singh
MSS1015,2.6036434,9.269203,7.0981445,2011,4,Manmohan Singh
MSS1016,2.8311195,9.685037,7.514956,2011,0,Manmohan Singh
MSS1017,3.815809,10.186424,7.9595118,2011,3,Manmohan Singh
MSS1018,1.7591478,7.978038,10.060221,2011,1,Manmohan Singh
MSS1019,0.73824143,7.567545,8.518264,2011,1,Manmohan Singh
MSS1020,0.7931429,7.6174273,8.61386,2011,1,Manmohan Singh
MSS1022,1.7608901,6.839964,9.96485,2011,1,Manmohan Singh
MSS1023,2.5922356,7.1047897,8.190731,2011,1,Manmohan Singh
MSS1024,3.6760883,9.125103,7.6678376,2011,4,Manmohan Singh
MSS1025,3.7166991,9.030383,7.5919237,2011,4,Manmohan Singh
MSS1026,3.7356772,9.049964,7.5900984,2011,4,Manmohan Singh
MSS1028,1.9218233,9.676825,8.205715,2011,0,Manmohan Singh
MSS1029,3.7702188,9.291756,7.097024,2011,3,Manmohan Singh
MSS1030,2.0094817,9.960857,8.935199,2011,0,Manmohan Singh
MSS1031,3.8507278,9.397588,7.232082,2011,3,Manmohan Singh
MSS1032,1.5913831,9.969286,8.687113,2011,0,Manmohan Singh
MSS1033,3.8855014,9.624121,7.399006,2011,3,Manmohan Singh
MSS1034,3.8333635,9.399886,7.2213254,2011,3,Manmohan Singh
MSS1035,2.065448,9.811397,8.970468,2011,0,Manmohan Singh
MSS1036,3.6951375,9.397494,7.3785973,2011,3,Manmohan Singh
MSS1037,3.6907012,9.383536,7.1443257,2011,3,Manmohan Singh
MSS1039,1.5441315,7.633292,8.725037,2011,1,Manmohan Singh
MSS1040,1.7400973,9.69219,8.440426,2011,0,Manmohan Singh
MSS1041,1.9155976,7.3732963,10.078936,2011,1,Manmohan Singh
MSS1042,2.8288212,7.1491146,9.587205,2011,1,Manmohan Singh
MSS1043,2.4292276,9.871824,7.970913,2011,0,Manmohan Singh
MSS1044,2.1901104,8.460405,10.052661,2011,2,Manmohan Singh
MSS1045,1.687356,7.0953383,8.742289,2011,1,Manmohan Singh
MSS1046,1.2772601,7.8312836,9.430219,2011,1,Manmohan Singh
MSS1048,1.4826487,8.171312,10.003303,2011,2,Manmohan Singh
MSS1049,1.6857587,7.13757,9.875454,2011,1,Manmohan Singh
MSS1050,3.4233332,8.923741,10.201028,2011,4,Manmohan Singh
MSS1051,0.6685956,7.573969,8.46173,2011,1,Manmohan Singh
MSS1052,1.742213,9.456189,8.66554,2011,0,Manmohan Singh
MSS1053,1.2965277,9.03584,8.63803,2011,2,Manmohan Singh
MSS1054,1.2245684,8.372901,9.324827,2011,2,Manmohan Singh
MSS1055,1.560405,7.409038,9.903701,2011,1,Manmohan Singh
MSS1056,1.6566626,7.4001966,9.956963,2011,1,Manmohan Singh
MSS1057,3.1261964,9.262855,10.712741,2011,4,Manmohan Singh
MSS1058,1.7661488,10.050191,8.679613,2011,0,Manmohan Singh
MSS1059,4.0987062,9.153281,8.328002,2011,3,Manmohan Singh
MSS1060,4.171552,9.257605,8.250011,2011,3,Manmohan Singh
MSS1061,1.1708974,7.5007267,9.709571,2011,1,Manmohan Singh
MSS1062,1.2163717,7.1886086,9.803104,2011,1,Manmohan Singh
MSS1063,1.9884905,9.641012,8.059642,2011,0,Manmohan Singh
MSS1064,1.5392497,7.3843727,9.841145,2011,1,Manmohan Singh
MSS1065,1.4525952,7.1056824,9.844125,2011,1,Manmohan Singh
MSS1066,2.3261187,8.696489,7.51139,2011,2,Manmohan Singh
MSS1067,1.7636755,9.721163,8.525164,2011,0,Manmohan Singh
MSS1069,3.6394389,8.970983,7.5842767,2011,4,Manmohan Singh
MSS1070,1.137468,9.014979,8.695026,2011,2,Manmohan Singh
MSS1071,3.5981731,10.098672,7.451414,2011,3,Manmohan Singh
MSS1072,1.9083351,7.428337,8.901668,2011,1,Manmohan Singh
MSS1073,1.283098,7.3980293,9.524169,2011,1,Manmohan Singh
MSS1074,2.4967055,9.572827,7.2645254,2011,0,Manmohan Singh
MSS1075,2.394051,9.724738,7.535604,2011,0,Manmohan Singh
MSS1076,1.6689334,6.9232078,9.95197,2011,1,Manmohan Singh
MSS1077,0.78556347,7.4604893,8.947332,2011,1,Manmohan Singh
MSS1078,1.4893507,7.433178,9.596823,2011,1,Manmohan Singh
MSS1079,1.1726582,6.9975734,9.600115,2011,1,Manmohan Singh
MSS1081,2.1638727,8.577498,6.6856976,2011,2,Manmohan Singh
MSS1082,2.2210586,8.664569,6.771328,2011,2,Manmohan Singh
MSS1083,3.6692624,8.947479,7.8629804,2011,4,Manmohan Singh
MSS1084,3.2626276,9.977003,9.241778,2011,3,Manmohan Singh
MSS1085,3.7510812,9.132486,7.7352486,2011,3,Manmohan Singh
MSS1086,3.7589068,9.16537,7.6009674,2011,3,Manmohan Singh
MSS1087,1.5501832,9.451359,9.634307,2011,0,Manmohan Singh
MSS1088,3.1986883,10.169694,7.4541903,2011,3,Manmohan Singh
MSS1089,3.509911,9.9904585,7.3347487,2011,3,Manmohan Singh
MSS1090,1.5507169,9.754313,8.263817,2011,0,Manmohan Singh
MSS1091,1.7300628,9.645643,8.223279,2011,0,Manmohan Singh
MSS1092,1.8390051,9.636855,8.464263,2011,0,Manmohan Singh
MSS1093,1.1652505,9.49681,9.206293,2011,0,Manmohan Singh
MSS1094,0.82676536,8.67128,8.570626,2011,2,Manmohan Singh
MSS1095,1.7187636,9.609999,9.552928,2011,0,Manmohan Singh
MSS1096,1.6044536,7.5115657,10.102055,2011,1,Manmohan Singh
MSS1097,3.9076889,10.31782,8.080618,2011,3,Manmohan Singh
MSS1098,4.023953,10.054031,7.6069527,2011,3,Manmohan Singh
MSS1099,4.0280757,10.269128,7.647466,2011,3,Manmohan Singh
MSS1100,3.7113094,9.311957,8.234439,2011,3,Manmohan Singh
MSS1101,2.4349475,7.0532475,8.3583355,2011,1,Manmohan Singh
MSS1102,1.3692235,9.549693,9.533431,2011,0,Manmohan Singh
MSS1103,1.3466356,7.8981776,9.58297,2011,1,Manmohan Singh
MSS1104,0.81135815,9.018624,8.676806,2011,2,Manmohan Singh
MSS1105,2.6292493,7.3971,9.194787,2011,1,Manmohan Singh
MSS1106,0.8009424,8.922797,8.570579,2011,2,Manmohan Singh
MSS1107,1.6533502,9.529774,9.939994,2011,0,Manmohan Singh
MSS1108,1.6468605,7.1452127,9.952592,2011,1,Manmohan Singh
MSS1109,3.8073914,10.436942,9.031782,2011,3,Manmohan Singh
MSS1111,1.5435251,9.653743,9.126986,2011,0,Manmohan Singh
MSS1113,1.3991354,9.031556,7.9844475,2012,2,Manmohan Singh
MSS1114,1.5836779,9.701844,9.690088,2012,0,Manmohan Singh
MSS1115,3.9376953,10.021007,8.198261,2012,3,Manmohan Singh
MSS1116,0.9772924,8.876218,8.992755,2012,2,Manmohan Singh
MSS1117,1.2618937,9.272144,9.483176,2012,2,Manmohan Singh
MSS1118,1.4042158,7.8188453,8.7705765,2012,1,Manmohan Singh
MSS1119,1.5494559,7.2257156,8.66356,2012,1,Manmohan Singh
MSS1121,3.398267,10.073848,7.74404,2012,3,Manmohan Singh
MSS1122,1.4171208,9.027451,8.604158,2012,2,Manmohan Singh
MSS1124,2.7698941,8.923103,7.0141654,2012,4,Manmohan Singh
MSS1125,1.3830248,7.051559,9.45822,2012,1,Manmohan Singh
MSS1126,4.0099835,10.013737,7.993319,2012,3,Manmohan Singh
MSS1127,3.416626,10.354108,7.552148,2012,3,Manmohan Singh
MSS1128,1.7543411,7.5706997,8.832263,2012,1,Manmohan Singh
MSS1129,1.5457245,7.1661267,8.661231,2012,1,Manmohan Singh
MSS1130,1.3293564,9.6019745,9.500281,2012,0,Manmohan Singh
MSS1131,1.1503333,8.582645,8.081166,2012,2,Manmohan Singh
MSS1132,3.8041954,9.339816,7.1365523,2012,3,Manmohan Singh
MSS1134,1.2271688,7.350787,9.880165,2012,1,Manmohan Singh
MSS1135,1.2327678,7.27663,9.836648,2012,1,Manmohan Singh
MSS1136,2.3401713,7.7359376,10.221979,2012,1,Manmohan Singh
MSS1137,1.2117993,9.422251,9.567866,2012,2,Manmohan Singh
MSS1138,2.1536915,9.92949,8.035032,2012,0,Manmohan Singh
MSS1139,3.2871935,10.00286,8.087649,2012,3,Manmohan Singh
MSS1140,3.2615385,9.858767,8.046441,2012,3,Manmohan Singh
MSS1141,2.5412374,9.720754,8.702698,2012,0,Manmohan Singh
MSS1142,3.0889688,9.672561,7.2200227,2012,3,Manmohan Singh
MSS1143,2.3429935,8.858136,6.966499,2012,2,Manmohan Singh
MSS1144,2.4193935,9.317161,7.093135,2012,0,Manmohan Singh
MSS1145,3.4031436,10.290003,7.742036,2012,3,Manmohan Singh
MSS1146,1.1537535,8.89448,8.430027,2012,2,Manmohan Singh
MSS1147,1.9337918,7.6705923,7.7262964,2012,1,Manmohan Singh
MSS1149,1.8562243,7.7777243,8.69203,2012,1,Manmohan Singh
MSS1150,1.400236,8.958332,9.742245,2012,2,Manmohan Singh
MSS1151,1.4461586,8.528755,8.553342,2012,2,Manmohan Singh
MSS1152,2.1075,7.5774236,9.843714,2012,1,Manmohan Singh
MSS1153,1.432906,8.242011,9.854302,2012,2,Manmohan Singh
MSS1154,3.0492196,7.9275913,8.376015,2012,4,Manmohan Singh
MSS1155,1.5083358,8.351409,9.908114,2012,2,Manmohan Singh
MSS1156,1.7128237,7.75195,10.040124,2012,1,Manmohan Singh
MSS1157,1.746451,7.564852,9.869981,2012,1,Manmohan Singh
MSS1158,2.1306343,7.4216466,10.307796,2012,1,Manmohan Singh
MSS1159,1.6205293,9.772562,9.11873,2012,0,Manmohan Singh
MSS1160,3.590621,9.569965,8.005544,2012,3,Manmohan Singh
MSS1161,1.6097012,9.793691,8.479006,2012,0,Manmohan Singh
MSS1162,3.5337648,9.58117,7.9481173,2012,3,Manmohan Singh
MSS1163,1.5299497,9.583583,9.150258,2012,0,Manmohan Singh
MSS1164,1.9747366,7.1569123,8.197295,2012,1,Manmohan Singh
MSS1165,2.6960232,7.2836394,8.930598,2012,1,Manmohan Singh
MSS1166,2.1794145,8.556504,6.6946425,2012,2,Manmohan Singh
MSS1167,2.0570905,8.455353,7.062605,2012,2,Manmohan Singh
MSS1168,2.1820295,8.570833,6.7561607,2012,2,Manmohan Singh
MSS1169,1.8585955,7.833691,7.8856783,2012,1,Manmohan Singh
MSS1170,1.3134633,9.396351,9.315414,2012,2,Manmohan Singh
MSS1171,2.8704984,7.1558757,9.466572,2012,1,Manmohan Singh
MSS1172,1.0797908,9.4598675,9.448943,2012,2,Manmohan Singh
MSS1174,3.341181,10.302037,8.190793,2012,3,Manmohan Singh
MSS1175,1.5176785,9.749657,8.689883,2012,0,Manmohan Singh
MSS1176,1.4694027,7.8541055,8.80995,2012,1,Manmohan Singh
MSS1177,2.2878716,9.054796,9.818485,2012,2,Manmohan Singh
MSS1178,1.7867124,9.369134,8.3623085,2012,0,Manmohan Singh
MSS1179,2.2228587,8.1112175,10.172887,2012,1,Manmohan Singh
MSS1180,1.1949148,8.643118,9.016793,2012,2,Manmohan Singh
MSS1181,2.302737,8.134516,10.333359,2012,1,Manmohan Singh
MSS1182,2.284969,8.472107,10.090568,2012,2,Manmohan Singh
MSS1183,2.619497,7.33118,8.918667,2012,1,Manmohan Singh
MSS1184,1.1602998,8.3274555,9.216234,2012,2,Manmohan Singh
MSS1185,2.3987508,9.141115,9.573751,2012,4,Manmohan Singh
MSS1186,1.7326108,7.362889,8.909085,2012,1,Manmohan Singh
MSS1187,1.6078068,9.038848,8.501146,2012,2,Manmohan Singh
MSS1188,1.7550292,7.237043,9.211097,2012,1,Manmohan Singh
MSS1189,1.9773766,7.677355,10.252261,2012,1,Manmohan Singh
MSS1190,2.7618232,9.089102,7.0550756,2012,4,Manmohan Singh
MSS1191,3.4670296,9.808624,7.4822598,2012,3,Manmohan Singh
MSS1192,3.159617,9.374742,10.780884,2012,4,Manmohan Singh
MSS1193,2.5399845,9.006114,7.4395924,2012,4,Manmohan Singh
MSS1194,2.2181745,7.490659,9.848536,2012,1,Manmohan Singh
MSS1195,1.0748874,8.0695095,9.707938,2012,1,Manmohan Singh
MSS1196,3.917855,8.413498,9.100628,2012,4,Manmohan Singh
MSS1197,3.2958083,9.168212,7.4446836,2012,4,Manmohan Singh
MSS1198,1.6869276,9.358775,8.848753,2012,0,Manmohan Singh
MSS1199,1.9188001,9.833861,8.206976,2012,0,Manmohan Singh
MSS1200,1.5599082,8.78941,8.502843,2012,2,Manmohan Singh
MSS1201,1.5177912,7.3648567,8.486738,2012,1,Manmohan Singh
MSS1202,0.6511456,7.798949,8.65295,2012,1,Manmohan Singh
MSS1203,3.8265169,9.364563,7.2377114,2012,3,Manmohan Singh
MSS1204,1.2646574,8.835665,9.577841,2012,2,Manmohan Singh
MSS1205,1.7560308,7.4895015,9.462695,2012,1,Manmohan Singh
MSS1206,1.4284238,9.108216,9.129189,2012,2,Manmohan Singh
MSS1207,2.161281,8.333726,7.7239223,2012,2,Manmohan Singh
MSS1208,1.7810744,7.018206,9.997287,2012,1,Manmohan Singh
MSS1209,1.7728398,7.46193,9.901994,2012,1,Manmohan Singh
MSS1210,2.5714405,8.94274,7.3622093,2012,4,Manmohan Singh
MSS1211,3.2173324,10.330317,7.7413487,2012,3,Manmohan Singh
MSS1212,3.2669039,10.360767,7.7295747,2012,3,Manmohan Singh
MSS1213,1.9366808,9.814217,8.636476,2012,0,Manmohan Singh
MSS1214,2.5566683,7.97427,8.304597,2012,1,Manmohan Singh
MSS1216,1.2746506,8.692092,8.391915,2012,2,Manmohan Singh
MSS1217,1.6091082,8.666871,8.076553,2012,2,Manmohan Singh
MSS1218,3.7570543,10.376787,8.011018,2012,3,Manmohan Singh
MSS1219,3.693615,10.380079,8.465737,2012,3,Manmohan Singh
MSS1220,2.4462767,8.131312,9.995641,2012,1,Manmohan Singh
MSS1221,3.5481586,8.922382,7.5617504,2012,4,Manmohan Singh
MSS1222,3.455104,9.924469,7.354848,2012,3,Manmohan Singh
MSS1223,3.3469875,9.884263,7.458143,2012,3,Manmohan Singh
MSS1224,2.9773984,9.720283,7.3706293,2012,3,Manmohan Singh
MSS1225,1.9614899,7.63908,9.739652,2012,1,Manmohan Singh
MSS1226,1.7053645,9.484001,8.044045,2012,0,Manmohan Singh
MSS1227,1.1533364,8.593723,8.554627,2012,2,Manmohan Singh
MSS1228,2.6362805,7.7798753,8.223579,2012,1,Manmohan Singh
MSS1229,3.7147856,10.029733,7.60545,2012,3,Manmohan Singh
